sep=,
"ID","NAME","NAT","OA","LEA","MEC","ELE","AER","EXP","PIT","MOT","AGE","RET","SAL","FEE","OFF"
"962","Adrian Coppuck","GBR","92","0","90","166","88","49","194","0","48","0","360000","53245","0"
"963","Jean-Marc Permane","FRA","92","173","53","199","133","1","112","0","30","0","460000","586500","0"
"1057","Sid LeFleming","GBR","92","122","175","172","43","20","126","0","32","0","455000","765000","0"
"1083","Bernie Clarke","GBR","92","106","108","147","117","13","146","0","38","0","365000","153000","0"
"1101","Trevor Brett","GBR","92","34","155","51","174","245","33","42","66","0","555755","1491763","0"
"1204","Mick Bailey","GBR","92","102","187","163","60","0","138","0","38","0","460000","97","0"
"1249","Boss Cregan","GBR","92","117","195","70","115","17","136","0","39","0","455000","23162","0"
"1368","Enrique Forghieri","ITA","92","120","75","50","142","0","200","0","34","0","460000","1780","0"
"1398","Sandro Buzzi","ITA","92","102","178","140","77","10","138","0","40","0","420000","110500","0"
"1410","Nigel Slark","GBR","92","1","129","164","94","252","74","0","72","0","299000","510000","0"
"1449","Bernard Prost","FRA","92","26","179","95","165","0","161","0","34","0","460000","3","0"
"1474","George Martin","GBR","92","99","112","32","137","183","110","0","61","0","340000","867000","0"
"1585","Aurelio Prost","FRA","92","71","48","123","123","17","200","0","41","0","450001","183958","0"
"1619","Bart Watson","GBR","92","143","97","165","137","46","98","0","48","0","380000","500039","0"
"1629","Terence Alcock","GBR","92","144","61","35","179","0","185","0","33","0","460000","2869","0"
"1707","Phil Dunn","GBR","92","47","122","135","96","242","72","0","57","0","500000","400000","0"
"1708","Joanna Corbett","GBR","92","57","147","191","96","250","21","0","66","0","510001","1530000","0"
"1776","Kevin Diggins","GBR","92","169","156","189","55","10","74","36","46","0","331500","994500","0"
"1849","Juan Parini","ITA","92","173","186","64","56","33","135","0","41","0","450000","1350000","0"
"1904","Jack Burgess","GBR","92","89","120","184","76","261","27","0","61","0","1000001","1800000","0"
"1952","Bart Martin","GBR","92","47","155","146","60","252","64","0","61","0","350000","644816","0"
"2101","Giuseppe His","FRA","92","5","72","84","137","155","164","0","53","0","570000","1530000","0"
"2164","Murray Hart","GBR","92","30","43","116","183","151","131","0","46","0","550000","405635","0"
"2313","Patrick Prew","GBR","92","176","146","46","114","31","137","0","41","0","450000","1000000","0"
"2394","Jean-Pierre Dudot","FRA","92","50","132","90","97","169","109","19","52","0","381000","208803","0"
"567","Rick McGee","GBR","93","0","187","194","171","0","122","0","49","0","460000","3","0"
"646","Geoff Pilbeam","USA","93","0","196","186","63","0","174","0","61","0","465000","3","0"
"688","G&eacute;rard Tauranac","FRA","93","135","193","75","76","0","159","0","28","0","465000","32833","0"
"736","Patrick Wickham","GBR","93","34","156","30","65","88","183","39","50","0","475005","295315","0"
"782","Trevor Clarke","GBR","93","137","62","133","120","0","171","0","34","0","465000","32490","0"
"794","Gary Gilbert","USA","93","0","182","200","97","0","157","0","44","0","450000","16","0"
"922","Stefan Marcus","DEU","93","80","106","74","186","0","175","0","38","0","465000","3","0"
"960","Richard Calovolo","ITA","93","179","133","63","150","1","136","0","25","0","470000","599250","0"
"982","Ike Doe","USA","93","168","127","126","67","0","154","0","31","0","465000","32490","0"
"996","Eric Gascoyne","GBR","93","84","66","161","148","0","168","0","35","0","465000","3","0"
"1046","Olivier Wadrop","GBR","93","122","198","64","136","23","124","0","32","0","465000","42500","0"
"1120","Ciano Ori","ITA","93","17","165","177","174","260","0","0","72","0","593750","1593750","0"
"1166","Gunther Brunner","DEU","93","36","85","183","199","0","145","0","40","0","465000","3","0"
"1409","Nick Savage","USA","93","169","119","47","153","29","137","0","42","0","450000","1217992","0"
"1522","Bernie Hubert","DEU","93","13","78","195","149","293","26","8","67","0","570000","1062500","0"
"1772","Ross Alcock","GBR","93","52","136","98","190","262","27","0","69","0","300000","900000","0"
"1818","Trevor Heard","GBR","93","0","195","39","174","252","41","32","74","0","354494","229720","0"
"1934","Gianni Caliri","ITA","93","77","63","80","124","147","150","0","44","0","500000","850000","0"
"1946","Dave Cregan","GBR","93","193","87","178","177","39","58","0","37","0","452000","210000","0"
"2123","Stefano Minardi","ITA","93","11","58","199","76","117","127","53","46","0","308000","410000","0"
"2179","Jean-Luc Permane","FRA","93","50","199","87","80","328","26","0","70","0","444444","1300000","0"
"462","Robert Williams","GBR","94","0","69","83","156","0","248","0","39","0","470000","3","0"
"531","Charlie Oliver","GBR","94","37","196","72","129","117","113","15","53","0","617500","1576437","0"
"598","Chris Spencer","AUS","94","56","126","166","174","0","138","0","34","0","465000","3","0"
"708","Antonia Ori","ITA","94","113","83","193","166","0","125","0","39","0","470000","6","0"
"1055","Alex Baldwin","GBR","94","198","170","70","107","0","127","0","35","0","470000","599250","0"
"1147","Robin Stewart","GBR","94","96","87","163","186","0","136","0","38","0","470000","3","0"
"1305","Roberto Pida","ITA","94","43","72","168","132","0","194","0","40","0","470000","3","0"
"1439","Andr&eacute; Philippe","FRA","94","135","109","104","127","31","101","60","42","0","350000","850000","0"
"1559","Graham Stepney","GBR","94","0","155","143","41","157","128","32","64","0","410000","592450","0"
"1560","Gavin Corbett","GBR","94","68","139","50","62","176","77","103","59","0","367700","146261","0"
"1586","Rod Boyce","GBR","94","32","126","191","115","142","84","19","43","0","469000","243198","0"
"1688","Tony Bell","GBR","94","91","75","137","106","179","74","45","53","0","270000","270000","0"
"547","Gary Nassar","USA","95","171","142","72","82","0","171","0","26","0","475000","33174","0"
"561","Sid Message","GBR","95","156","56","117","185","0","148","0","32","0","475000","605625","0"
"712","Charles Mosley","GBR","95","115","189","64","58","0","193","0","38","0","475000","99","0"
"849","Rory Stewart","GBR","95","68","83","116","163","0","192","0","36","0","475000","3","0"
"872","Dick Wickham","GBR","95","0","88","200","148","0","189","0","56","0","475000","3","0"
"880","David Tetu","FRA","95","87","197","139","141","0","121","0","32","0","470000","3","0"
"1013","Ken Byrne","GBR","95","87","151","131","146","0","146","0","35","0","475000","3","0"
"1127","Eric Wood","GBR","95","3","142","135","55","146","121","56","64","0","301000","231617","0"
"1271","Calvin Sears","GBR","95","32","170","68","169","0","185","0","32","0","475000","3","0"
"1430","Ronald Ferris","GBR","95","48","82","99","175","0","204","0","40","0","475000","3","0"
"1642","Gordon Michael","GBR","95","191","42","35","168","54","139","28","41","0","485320","544000","0"
"1806","Brian Pitchforth","GBR","95","94","166","46","43","151","136","23","43","0","420000","1260000","0"
"1892","Kevin Coppuck","GBR","95","41","40","99","61","232","128","52","63","0","586625","1408875","0"
"1911","Dave Jenkins","GBR","95","183","116","93","110","51","79","66","43","0","461000","1310000","0"
"1944","Frank Ryton","GBR","95","190","86","50","60","27","116","111","40","0","251000","99900","0"
"2271","Tomasso Scalabroni","ITA","95","101","96","90","103","139","123","22","49","0","888000","2664000","0"
"2344","Rick Sears","GBR","95","109","95","146","82","167","82","33","60","0","280000","840000","0"
"2467","Gene Haas","USA","95","0","35","30","61","80","246","76","54","0","490000","168808","0"
"629","Dick Bernard","GBR","96","139","62","159","143","0","157","0","35","0","480000","1835","0"
"932","Richard Lee","GBR","96","2","190","46","112","185","119","32","69","0","617500","1487500","0"
"950","James Surtees","GBR","96","125","60","97","36","283","109","0","55","0","352000","895900","0"
"953","Tomasso Marinelli","ITA","96","92","94","179","146","0","155","0","30","0","480000","3","0"
"1065","Mike Walters","GBR","96","82","136","123","99","0","188","0","37","0","480000","3","0"
"1066","Robin Mosley","GBR","96","45","172","73","147","0","191","0","39","0","480000","3","0"
"1456","Alan Anderson","GBR","96","33","114","149","107","288","44","24","69","0","950000","2550000","0"
"1908","David Surtees","GBR","96","84","44","175","31","169","126","41","51","0","400000","552713","0"
"2092","David Head","GBR","96","165","44","43","89","26","175","66","43","0","410000","900000","0"
"2358","Nicol&#242; Colombo","ITA","96","166","55","78","38","24","132","130","50","0","317681","668258","0"
"479","Humphrey Walkinshaw","GBR","97","15","157","78","64","171","150","27","69","0","707707","1355555","0"
"548","Max Robinson","GBR","97","0","78","166","170","0","206","0","44","0","475000","3","0"
"604","Andrew Judd","GBR","97","119","120","193","51","0","173","0","30","0","485000","1872","0"
"654","Marcel Rohrer","DEU","97","170","195","104","39","0","160","0","33","0","485000","33858","0"
"743","Rupert Wyss","GBR","97","161","132","175","90","0","137","0","29","0","490000","624750","0"
"756","Luigi Tombazis","ITA","97","0","91","179","36","86","193","32","52","0","450000","528952","0"
"1194","Ronald Heard","GBR","97","10","170","44","198","0","203","0","36","0","485000","3","0"
"1447","Murray Brown","GBR","97","0","151","167","91","108","125","40","50","0","495000","94670","0"
"2051","Les Cooper","GBR","97","1","53","146","149","154","127","45","50","0","500000","1500000","0"
"2146","Alan David","FRA","97","36","154","68","194","217","23","76","62","0","480000","700138","0"
"2178","Malcom Lisles","GBR","97","144","130","117","172","31","58","75","36","0","300000","177188","0"
"459","Brian Stubbs","GBR","98","0","113","159","74","0","245","0","55","0","490000","6","0"
"487","Georgi Dellicolli","ITA","98","82","102","177","140","16","129","39","44","0","421000","144500","0"
"489","Malcolm Goddard","GBR","98","33","113","56","135","0","250","0","33","0","490000","3","0"
"732","Iannio Valentini","ITA","98","79","158","73","122","8","169","39","42","0","546250","1360000","0"
"745","Rocco Tomaini","ITA","98","22","83","173","81","54","168","57","54","0","460000","47376","0"
"807","Jean Gallopin","FRA","98","22","55","136","173","177","97","49","67","0","450000","509153","0"
"830","Calvin Smith","GBR","98","4","63","92","191","222","44","116","71","0","400005","326992","0"
"857","Yari Oikarinen","FIN","98","0","79","194","191","0","185","0","51","0","485000","3","0"
"882","Boss Smith","GBR","98","158","175","119","93","0","144","0","30","0","490000","624750","0"
"1059","Sandro Pida","ITA","98","154","130","116","161","1","138","0","31","0","495000","631125","0"
"1140","Ross Coughlan","GBR","98","142","152","37","128","0","188","0","37","0","490000","1872","0"
"1308","Dick Brett","GBR","98","0","179","122","94","100","125","58","57","0","450000","100240","0"
"1665","Nick Wright","GBR","98","61","189","49","89","198","71","71","69","0","285000","855000","0"
"2235","Robert Slark","GBR","98","165","30","154","97","25","157","32","35","0","500000","1275000","0"
"2352","George Sears","GBR","98","52","102","38","65","228","174","0","54","0","350000","1050000","0"
"496","Giuseppe Prost","FRA","99","0","131","156","173","6","191","0","55","0","310000","42500","0"
"674","Sam Krack","GBR","99","7","163","195","62","93","123","51","57","0","320000","75430","0"
"781","Eric Simpson","GBR","99","69","149","58","182","12","146","52","38","0","356000","6034","0"
"923","Geoff Oastler","GBR","99","45","148","142","193","0","158","0","36","0","495000","3","0"
"1189","Nigel Faure","GBR","99","171","73","152","143","0","151","0","26","0","490000","34541","0"
"1214","Pierre Rousseau","FRA","99","85","62","181","158","114","87","45","52","0","445000","650984","0"
"1316","Dickie Windsor","GBR","99","98","58","82","170","128","101","73","54","0","565250","1487500","0"
"1379","Robin Stepney","GBR","99","12","198","184","61","0","194","0","39","0","420000","3","0"
"1898","Dino Rothengatter","NLD","99","5","57","108","163","134","155","48","55","0","800000","2000000","0"
"550","Gioacchino Sordo","ITA","100","91","45","66","152","0","249","0","34","0","500000","3","0"
"601","Andr&eacute; Bigois","FRA","100","104","105","62","73","12","250","0","35","0","500000","85000","0"
"792","Simon White","GBR","100","0","89","153","58","298","61","89","72","0","551000","788621","0"
"820","James Owen","GBR","100","109","142","200","152","0","126","0","40","0","500000","3","0"
"864","Harvy Bunion","GBR","100","4","187","39","40","132","135","119","51","0","289000","200000","0"
"878","Dickie Bennett","GBR","100","145","177","83","54","0","197","0","27","0","500000","1909","0"
"949","Tenji Suganuma","JPN","100","118","60","30","68","163","160","60","49","0","848800","1823949","0"
"1314","Manfred Marko","DEU","100","69","41","32","104","202","151","68","47","0","617500","1491750","0"
"1370","Nicolo Dallara","ITA","100","1","126","159","30","76","126","141","52","0","340000","487900","0"
"1441","Ken Clarke","GBR","100","87","79","80","101","159","88","116","52","0","480000","1224000","0"
"1558","Herve David","FRA","100","23","80","58","70","258","132","68","71","0","450000","1147500","0"
"1722","Rupert Edwards","GBR","100","5","100","74","71","238","111","96","73","0","600163","1289663","0"
"1914","Mario Benetton","ITA","100","1","76","98","200","252","51","80","76","0","432000","546210","0"
"2277","Geoff Parish","GBR","100","157","42","175","64","30","149","56","37","0","401000","100000","0"
"902","Robert Welti","CHE","101","26","198","90","142","4","157","60","36","0","450000","261004","0"
"1151","Graham Baldwin","GBR","101","132","110","132","124","0","181","0","35","0","505000","106","0"
"1205","Alex Windsor","GBR","101","106","62","184","177","0","167","0","37","0","505000","3","0"
"2020","Chris Bell","GBR","101","4","43","30","152","262","170","20","59","0","475000","1100000","0"
"2398","Bart Cowperthwaite","GBR","101","162","81","102","75","36","164","50","39","0","376000","123440","0"
"504","Ciano Buzzi","ITA","102","156","84","45","114","0","237","0","34","0","510000","1945","0"
"802","Humphrey Stroud","GBR","102","185","98","33","179","0","186","0","31","0","510000","650250","0"
"927","Ben Murray","GBR","102","55","147","86","172","0","204","0","34","0","510000","3","0"
"1177","Martin Bernard","GBR","102","26","174","178","135","172","21","96","60","0","333000","849150","0"
"1605","Frederic Costa","FRA","102","12","144","83","45","246","112","75","65","0","540000","1402500","0"
"1730","Jack Goddard","GBR","102","29","75","42","150","246","130","47","59","0","360000","550000","0"
"2242","Andy Oastler","GBR","102","189","153","63","181","91","49","60","46","0","295656","544710","0"
"481","Mariano Pederzani","ITA","103","107","59","140","70","0","249","0","30","0","510000","106","0"
"612","Bob Nelson","GBR","103","156","61","186","167","0","153","0","33","0","515000","656625","0"
"614","Jackie Scammell","GBR","103","117","85","193","108","0","189","0","34","0","515000","108","0"
"827","Charles McQuilliam","GBR","103","3","161","142","64","109","140","79","68","0","350000","170000","0"
"837","Boss Windsor","GBR","103","96","92","179","127","0","190","0","29","0","510000","7","0"
"1077","Ronald Goddard","GBR","103","94","198","50","137","120","85","72","54","0","400001","425000","0"
"1118","Kevin Putt","GBR","103","59","85","152","200","0","191","0","32","0","515000","3","0"
"1745","Ben Baldwin","GBR","103","162","118","82","154","62","87","85","47","0","420000","761310","0"
"2420","Danny Tilley","GBR","103","39","70","175","141","251","29","94","71","0","328875","720000","0"
"636","Charlie Martin","GBR","104","187","86","101","115","1","200","0","31","0","525000","669375","0"
"673","Bob Byrne","GBR","104","38","157","182","199","0","154","0","37","0","500001","3","0"
"704","Andrew Wright","GBR","104","173","98","153","188","0","138","0","34","0","520000","663000","0"
"977","Giancarlo Costin","ITA","104","0","190","81","195","52","129","75","57","0","315000","170000","0"
"1033","Enrique Colombo","ITA","104","141","93","94","198","0","182","0","33","0","520000","109","0"
"1257","Ben Wass","GBR","104","174","77","59","181","0","197","0","31","0","520000","36253","0"
"1512","Max Wass","GBR","104","43","200","111","163","181","24","93","65","0","444444","232002","0"
"536","Colin Docherty","GBR","105","89","105","135","144","5","150","78","41","0","712500","1275000","0"
"1290","Bernard Oatley","GBR","105","74","187","184","138","0","157","0","38","0","525000","3","0"
"1343","John Watkins","GBR","105","0","134","81","113","166","100","134","67","0","250000","750000","0"
"609","Bruno Frisson","FRA","106","70","180","122","189","0","171","0","34","0","530000","3","0"
"647","David Ryan","GBR","106","163","96","167","159","1","159","0","30","0","530000","675750","0"
"1554","Murray Wright","GBR","106","57","92","33","137","200","116","105","53","0","807500","595000","0"
"1942","Geoff Jenkins","GBR","106","68","58","195","111","249","58","70","62","0","377777","650250","0"
"497","Nigel White","GBR","107","94","118","135","181","0","194","0","32","0","535000","7","0"
"532","Nicolas Parini","ITA","107","197","42","40","149","1","241","0","26","0","535000","682125","0"
"554","Frederic Lampredi","FRA","107","146","55","80","106","30","250","0","38","0","420001","131651","0"
"571","Helmut Reuter","DEU","107","111","179","193","153","0","137","0","31","0","535000","112","0"
"607","Charles Burgess","GBR","107","150","74","169","193","1","165","0","25","0","540000","688500","0"
"684","Rod Wyss","GBR","107","136","134","153","198","0","147","0","30","0","535000","113","0"
"933","Giancarlo Nenci","ITA","107","169","113","142","142","0","172","0","32","0","535000","37278","0"
"1016","Paul Coppuck","GBR","107","157","166","198","96","0","149","0","34","0","535000","37619","0"
"1427","Alex Murray","GBR","107","151","199","98","75","0","197","0","37","0","535000","2054","0"
"2085","Rupert Phillips","GBR","107","1","37","74","50","163","143","201","67","0","451000","500000","0"
"2173","Colin Diggins","GBR","107","46","184","30","64","154","136","109","54","0","400000","400000","0"
"2446","Adrian Diggins","GBR","107","170","193","32","42","23","136","118","42","0","298500","88600","0"
"576","Vincent Frisson","FRA","108","133","185","86","185","0","166","0","29","0","540000","2054","0"
"808","Enzo Provera","ITA","108","75","123","140","180","0","201","0","38","0","540000","3","0"
"952","Mark Watkins","GBR","108","64","182","192","64","0","208","0","36","0","540000","3","0"
"1925","Charlie Nelson","GBR","108","177","170","102","147","14","83","98","46","0","450000","443705","0"
"2133","Rob Pitchforth","GBR","108","0","77","178","108","214","99","96","64","0","247000","384693","0"
"669","Jason Iley","GBR","109","97","164","151","139","0","190","0","37","0","545000","3","0"
"971","Gavin Manwaring","GBR","109","91","132","194","136","0","189","0","35","0","545000","3","0"
"1114","Gary Robinson","GBR","109","198","185","157","113","0","137","0","34","0","545000","694875","0"
"1896","Danny Coppuck","GBR","109","146","123","191","108","47","37","163","43","0","399000","361250","0"
"2047","Francesco Marmiroli","ITA","109","121","126","53","83","196","98","105","50","0","650000","1950000","0"
"2286","Rocco Lombardi","ITA","109","183","43","192","106","31","103","115","45","0","335000","190000","0"
"1417","Ronald Byrne","GBR","110","179","115","53","83","7","131","159","32","0","510000","1300500","0"
"2046","Charles Shovlin","GBR","110","0","52","152","127","191","127","108","56","0","375000","956250","0"
"2089","Jack Cregan","GBR","110","13","125","71","82","193","120","140","57","0","550000","800000","0"
"1310","Bernie LeFleming","GBR","111","74","135","171","156","14","196","0","39","0","545000","3","0"
"529","Gary Stanford","GBR","112","111","183","55","105","6","249","0","36","0","444000","1132200","0"
"603","Ken Walton","GBR","112","1","103","176","96","162","108","134","73","0","760000","2040000","0"
"812","Rainer Kankunnen","FIN","113","172","115","188","189","0","151","0","36","0","565000","39330","0"
"917","Jack Postlethwaite","GBR","114","0","97","145","133","133","114","158","59","0","333250","849788","0"
"1578","Yoe Baldwin","USA","114","172","56","113","136","34","75","208","33","0","248593","176154","0"
"1705","Rory McCall","GBR","114","64","107","105","71","225","69","175","63","0","316000","582191","0"
"1787","Luigi Pasquali","ITA","114","98","119","182","44","227","52","133","58","0","390000","429888","0"
"2299","Dick Pope","GBR","115","8","120","62","197","275","38","158","81","1","621001","1863003","0"
"520","Malcolm Spencer","AUS","116","162","158","105","91","1","236","0","29","0","585000","745875","0"
"766","Brian Reynard","GBR","116","112","68","91","106","16","199","132","37","0","365000","263713","0"
"2192","Nigel Walkinshaw","GBR","116","43","49","108","166","75","166","146","50","0","405000","376000","0"
"749","Luciano Pininfarina","ITA","117","52","148","131","165","248","17","145","65","0","413000","646850","0"
"1004","Bernie Faure","GBR","117","45","40","66","95","147","161","188","55","0","383415","665236","0"
"1082","Ian Head","GBR","117","72","65","161","46","138","118","185","46","0","475000","850000","0"
"1325","Gerald Holloway","USA","117","10","140","55","176","110","117","180","49","0","550000","425000","0"
"1428","Enzo Guiliani","ITA","117","69","72","78","58","181","127","189","50","0","855000","229500","0"
"1634","Bernard Dupasquier","FRA","118","1","59","161","190","301","36","149","70","0","600000","1000000","0"
"1958","Rob Gorne","GBR","119","5","154","123","87","293","44","174","78","0","750000","2250000","0"
"2326","Malcolm Gow","GBR","119","99","42","51","197","228","74","165","59","0","305001","915003","0"
"634","Gary Doe","USA","120","37","122","177","155","138","191","9","58","0","320000","23162","0"
"863","Ian Gentry","GBR","120","155","166","161","188","18","169","0","28","0","490000","744831","0"
"1298","Tony Windsor","GBR","120","3","170","59","128","182","74","220","51","0","346455","663000","0"
"1587","Richard Smallman","GBR","120","0","199","173","151","0","250","0","40","0","600000","3","0"
"2012","Boss Boyce","GBR","120","0","94","134","173","214","70","176","71","0","515555","850944","0"
"159","Leo Reuter","DEU","121","82","56","148","148","249","173","0","56","0","636500","1700000","0"
"327","Ken Sears","USA","121","19","82","166","108","161","249","0","49","0","610000","869228","0"
"490","Christian Lisles","GBR","121","3","155","44","191","269","186","0","67","0","408000","936053","0"
"1669","Simon Stewart","GBR","121","28","118","185","186","17","248","0","44","0","620000","1000000","0"
"1762","Patrick Bell","GBR","121","4","121","84","93","202","91","230","52","0","500000","1500000","0"
"2346","Andy Cruikshank","GBR","121","5","194","160","179","0","249","0","36","0","605000","3","0"
"507","Ken Lee","GBR","122","0","106","80","140","60","161","220","64","0","415000","228926","0"
"1048","Stefan Haug","DEU","122","192","171","167","198","31","139","0","28","0","585000","281307","0"
"1220","Terence Stanford","GBR","122","3","97","138","46","211","164","144","57","0","779000","2091000","0"
"1801","Fridge Windsor","GBR","122","155","96","75","64","17","145","230","46","0","460000","780000","0"
"580","Andy Jones","GBR","123","122","185","49","152","11","244","25","40","0","392000","56976","0"
"744","Phil Manwaring","GBR","123","1","174","174","114","21","145","184","54","0","499970","413967","0"
"1671","Richard Walkinshaw","GBR","123","38","105","51","131","210","118","182","61","0","400000","1200000","0"
"2015","Tenji Tanaka","JPN","123","28","48","147","79","346","68","175","76","0","800001","2400003","0"
"2329","Ignazio Alperin","ITA","123","45","33","42","191","169","112","230","52","0","750001","2250003","0"
"2424","Graham Pope","GBR","123","42","117","40","58","160","182","180","54","0","390000","67170","0"
"1050","Georgi Marmiroli","ITA","124","31","32","58","38","111","246","196","53","0","400000","697000","0"
"1131","Mick Wood","GBR","124","20","69","43","125","236","117","217","58","0","1282500","3442500","0"
"2202","Giocomo Franelli","ITA","124","42","167","151","196","0","250","0","45","0","460000","5","0"
"495","Ron Guiter","FRA","125","91","135","115","121","213","177","23","58","0","665000","1785000","0"
"464","Brian Shovlin","GBR","126","36","42","132","139","271","169","76","68","0","368000","1095000","0"
"1990","Danny Head","GBR","126","175","31","48","114","50","154","230","40","0","327335","654288","0"
"2294","Mike Caliri","ITA","126","13","61","184","93","149","141","192","61","0","420002","1200000","0"
"681","Bernie Murray","GBR","127","0","129","56","169","6","196","220","53","0","500000","1275000","0"
"1056","Calvin Wass","GBR","128","43","31","63","173","66","193","220","50","0","551000","1275002","0"
"1599","Rod Whitmarsh","GBR","128","20","38","71","162","352","103","158","67","0","548448","1349464","0"
"2127","Paul Neubauer","DEU","128","35","43","136","72","213","122","230","61","0","655555","1855555","0"
"470","Joanna Goddard","GBR","129","90","120","61","45","136","237","117","53","0","308000","482334","0"
"693","Tad Feast","GBR","129","0","102","41","160","234","154","170","71","0","455000","514809","0"
"1242","Frederic Dupasquier","FRA","129","25","97","136","57","203","127","220","60","0","950000","2550000","0"
"516","Ron Toso","NLD","130","0","122","151","91","6","202","220","46","0","660000","1759500","0"
"2383","Ken Gorne","GBR","130","50","109","54","79","136","166","228","55","0","456789","1370367","0"
"627","Chris Stoddart","AUS","131","22","82","120","141","131","144","219","61","0","725000","2175000","0"
"2457","Frederic Vasseur","FRA","133","16","47","45","96","185","247","164","51","0","365000","371950","0"
"2468","Otmar Szafnauer","USA","133","6","49","32","72","137","245","230","55","0","1200000","3500000","0"
"509","Giampolo Marmorini","ITA","134","80","107","104","120","141","250","63","42","0","346000","272000","0"
"2455","Erich Zakowski","DEU","134","37","44","52","66","120","248","217","50","0","200000","174584","0"
"1685","Phil Stepney","GBR","135","28","103","30","122","264","151","199","64","0","650000","1950000","0"
"1810","Gianfranco Guiliani","ITA","137","4","136","36","81","309","136","220","76","0","601062","1275000","0"
"559","Jason Barnard","GBR","142","95","169","88","88","245","140","163","59","0","505000","977500","0"
